,diversity_index,housing_index,income_index,urban_index,zip5,ZIPName,State,ZCTA5
0,0.239555606591,0.0528967806237,0.632622630199,0.0116336734916,1001,"Agawam Town, MA",MA,Z01001
1,0.436639569735,0.0880401624582,0.498833327742,0.00418276829029,1002,"Amherst Center, MA",MA,Z01002
2,0.07634287704,0.0505671106871,0.682398699591,0.000901556525042,1005,"Barre, MA",MA,Z01005
3,0.184546609455,0.0740733166366,0.646380405649,0.00220038566778,1007,"Belchertown, MA",MA,Z01007
4,0.0421412360502,0.0568282525319,0.708072803176,0.000175960039059,1008,"Blandford, MA",MA,Z01008
5,0.0067412962785,0.0626338759992,0.680589762949,0.000814781062945,1010,"Brimfield, MA",MA,Z01010
6,0.128501605445,0.0453008362143,0.652003628907,0.000333718952376,1011,"Chester, MA",MA,Z01011
7,0.561818677242,0.0442035276649,0.488740843794,0.0327467732782,1013,"Chicopee, MA",MA,Z01013
8,0.380548360172,0.0470763929431,0.590540574703,0.0188862890836,1020,"Chicopee, MA",MA,Z01020
9,0.435905503697,0.03321034263,0.572223119356,0.00408271588788,1022,"Chicopee, MA",MA,Z01022
10,0.23383917939,0.0653384289735,0.646323575513,0.00345396258551,1027,"Easthampton Town, MA",MA,Z01027
11,0.162132221683,0.0679724056441,0.6771945316,0.00959268598003,1028,"East Longmeadow, MA",MA,Z01028
12,0.179768353886,0.0610446472661,0.643139562721,0.0078019844031,1030,"Agawam Town, MA",MA,Z01030
13,0.0844690005969,0.061830752468,0.701555378995,0.00176749924348,1033,"Granby, MA",MA,Z01033
14,0.0535703968318,0.0696723931077,0.689964754774,0.000213899336369,1034,"Granville, MA",MA,Z01034
15,0.155269399106,0.0885036352758,0.636757240325,0.0017963192126,1035,"Hadley, MA",MA,Z01035
16,0.0522101836673,0.0720603198267,0.707999202702,0.0020704303313,1036,"Hampden, MA",MA,Z01036
17,0.0294364543613,0.0816347704947,0.647695815191,0.0020120057158,1038,"Hatfield, MA",MA,Z01038
